Solaris,1,1,2
Inverter,INV-CB-Opt01,31570017-0900 J 4623T000680,
,INV-CB-Opt02,31570017-0900 J 4623T000630,
,INV-CB-Opt03,31570017-0900 J 4623T000576,
,INV-CB-Opt04,31570017-0900 J 4623T000512,
,INV-CB-Opt05,31570017-0900 J 4623T000759,
,INV-CB-Opt06,31570017-0900 J 4723T000129,
