timestamp,Voltage1,Current1,Voltage2,Current2,Voltage3,Current3,Voltage4,Current4,Voltage5,Current5,Voltage6,Current6
1761084005067,693.6119384765625,-0.7276390991210938,-0.4959714412689209,0.08085691833496093,689.0062255859375,-0.8396200561523438,690.1224975585938,0,693.7863159179688,0,2.8283421993255615,0.011822039604187012
1761084017253,693.5928344726562,-0.7296464233398438,-0.4790966808795929,0.0842686004638672,689.00439453125,-0.8278500366210938,690.1213989257812,0,693.82177734375,0,2.814793586730957,0.005577691555023193
1761084029139,693.6449584960938,-0.739282958984375,-0.5293541550636292,0.07906578063964843,689.005126953125,-0.83285546875,690.1353149414062,0,693.8528442382812,0,2.8071038722991943,0.00837764835357666
1761084041147,693.6170654296875,-0.735384765625,-0.5480630993843079,0.0829039306640625,689.005859375,-0.8286142578125,690.1235961914062,0,693.7786865234375,0,2.815159797668457,0.011822039604187012
1761084053318,693.6001586914062,-0.7329800415039063,-0.4735940396785736,0.08704059600830079,689.0069580078125,-0.828385009765625,690.1232299804688,0,693.763671875,0,2.8287084102630615,0.013733120918273925
1761084065175,693.6085815429688,-0.7232093505859375,-0.5631036758422852,0.08145396423339844,689.005859375,-0.8318872680664062,690.1206665039062,0,693.760009765625,0,2.842622995376587,0.012955354690551759
1761084077463,693.544677734375,-0.718804931640625,-0.5110120177268982,0.08565460205078125,689.00439453125,-0.8271621704101563,690.1111450195312,0,693.72314453125,0,2.8320038318634033,0.011199826240539551
1761084089218,693.543212890625,-0.722779052734375,-0.48790091276168823,0.08729647064208984,689.005126953125,-0.8284988403320312,690.1148071289062,0,693.7103271484375,0,2.8331024646759033,0.007955432415008545
1761084101219,693.5362548828125,-0.7226777954101563,-0.5088109374046326,0.08716853332519531,689.005859375,-0.8276326293945313,690.1129760742188,0,693.6993408203125,0,2.8060054779052734,0.006466566562652588
1761084113545,693.5200805664062,-0.7039970092773438,-0.5348567962646484,0.0764217300415039,689.0047607421875,-0.8274169311523437,690.1118774414062,0,693.69970703125,0,2.8331024646759033,0.004288822650909424
1761084125249,693.5377197265625,-0.7176658935546875,-0.5341230630874634,0.08785086822509766,689.0029296875,-0.8336707153320313,690.1184692382812,0,693.6474609375,0,2.8045406341552734,0.0055554695129394534
1761084137619,693.51123046875,-0.7215640258789062,-0.5040419697761536,0.09126255798339844,689.0040283203125,-0.835212646484375,690.1140747070312,0,693.6869506835938,0,2.8290746212005615,0.011377601623535157
1761084149412,693.5211791992188,-0.7270896606445313,-0.4934035539627075,0.08921554565429687,689.00439453125,-0.8396709594726562,690.1203002929688,0,693.7509155273438,0,2.8254127502441406,0.007510994911193848
1761084161427,693.5226440429688,-0.7347013549804687,-0.5653047561645508,0.08940745544433594,689.00439453125,-0.8311484985351563,690.1188354492188,0,693.7183837890625,0,2.835299491882324,0.013355348587036133
1761084173928,693.54248046875,-0.7252344360351562,-0.5579678416252136,0.09092138671875,689.005126953125,-0.832384765625,690.1071166992188,0,693.6847534179688,0,2.8239481449127197,0.010110954284667968
1761084185474,693.5377197265625,-0.7242725219726562,-0.5601689219474792,0.08407669830322266,689.003662109375,-0.8249319458007812,690.1034545898438,0,693.6814575195312,0,2.862030267715454,0.013577567100524903
1761084197686,693.5953979492188,-0.7261456298828125,-0.4790966808795929,0.08275466918945312,689.0062255859375,-0.822576416015625,690.1221313476562,0,693.8338623046875,0,2.841890573501587,0.01277758026123047
1761084209593,693.5762939453125,-0.7281275634765625,-0.493036687374115,0.0842046356201172,689.0029296875,-0.8369318237304688,690.1276245117188,0,693.776123046875,0,2.816624641418457,0.011199826240539551
1761084221586,693.614501953125,-0.73460009765625,-0.5080772638320923,0.0850788803100586,689.005126953125,-0.8301039428710938,690.1265258789062,0,693.7943725585938,0,2.8294405937194824,0.0160441951751709
1761084234014,693.5843505859375,-0.7293097534179688,-0.5187156796455383,0.08687001037597657,689.005126953125,-0.833517822265625,690.1283569335938,0,693.780517578125,0,2.8298068046569824,0.017333065032958984
1761084245657,693.57373046875,-0.7334609985351562,-0.517982006072998,0.08983391571044923,689.0032958984375,-0.838702880859375,690.1184692382812,0,693.7542114257812,0,2.845918655395508,0.014999767303466797
1761084257837,693.5865478515625,-0.72698095703125,-0.5055093765258789,0.08904496002197265,689.005126953125,-0.8468552856445313,690.1224975585938,0,693.7962036132812,0,2.8331024646759033,0.006488788604736328
1761084269668,693.5828857421875,-0.717868408203125,-0.47102612257003784,0.08887437438964844,689.005859375,-0.8442183837890626,690.1144409179688,0,693.768798828125,0,2.8268773555755615,0.012888689041137696
1761084281750,693.55419921875,-0.735156982421875,-0.4596540033817291,0.08687001037597657,689.005859375,-0.8448298339843751,690.1250610351562,0,693.8316650390625,0,2.8287084102630615,0.014910880088806153
1761084294091,693.5667114257812,-0.7322537231445313,-0.5388920307159424,0.08812807464599609,689.0062255859375,-0.8306268920898437,690.1159057617188,0,693.8309326171875,0,2.8268773555755615,0.0013555345535278321
1761084305892,693.5086669921875,-0.74136669921875,-0.4798303544521332,0.0875310287475586,689.0010986328125,-0.829492431640625,690.1045532226562,0,693.6840209960938,0,2.817356824874878,0.00993317985534668
1761084317973,693.5233764648438,-0.7331318969726562,-0.5352236032485962,0.08365023803710937,689.0047607421875,-0.8196466674804688,690.1170043945312,0,693.712158203125,0,2.8279759883880615,0.013688676834106446
1761084329856,693.4826049804688,-0.739282958984375,-0.5634704828262329,0.08365023803710937,689.000732421875,-0.8325631103515625,690.0609741210938,0,693.5601196289062,0,2.812230348587036,0.013799786567687988
1761084341874,693.4895629882812,-0.7338484497070312,-0.516147792339325,0.09134784698486328,689.0010986328125,-0.8390974731445313,690.0829467773438,0,693.5802001953125,0,2.814061403274536,0.014066449165344238
1761084354175,693.4855346679688,-0.7371646118164062,-0.5708073973655701,0.08725382995605468,689.000732421875,-0.8436578369140625,690.0690307617188,0,693.5564575195312,0,2.841158390045166,0.02126633834838867
1761084366054,693.4774169921875,-0.7279934692382812,-0.5216504335403442,0.079854736328125,689.0010986328125,-0.823887451171875,690.0704956054688,0,693.4478759765625,0,2.8338348865509033,0.007488772869110108
1761084378065,693.4638671875,-0.7268544311523437,-0.49377039074897766,0.08160322570800782,688.9959716796875,-0.8267153930664063,690.0433959960938,0,693.5392456054688,0,2.8323700428009033,0.01224425506591797
1761084390050,693.4697265625,-0.7343975830078125,-0.5297209620475769,0.0857398910522461,688.9981689453125,-0.834066162109375,690.0917358398438,0,693.51953125,0,2.8283421993255615,0.013266461372375488
1761084402071,693.4818725585938,-0.730246337890625,-0.5077103972434998,0.08467374420166016,689.0018310546875,-0.8462947998046875,690.0675659179688,0,693.5462036132812,0,2.8294405937194824,0.006333235263824463
1761084414121,693.5013427734375,-0.7338660278320313,-0.5297209620475769,0.08458844757080078,689.0010986328125,-0.8433649902343751,690.0928344726562,0,693.6035766601562,0,2.838228940963745,0.003888828754425049
1761084426138,693.4954223632812,-0.7248040771484375,-0.546962559223175,0.08842658996582031,689.00146484375,-0.8504984130859375,690.0811157226562,0,693.5535278320312,0,2.8316378593444824,0.004577706813812256
1761084438143,693.4943237304688,-0.7294945068359375,-0.5675057768821716,0.08220027160644532,688.999267578125,-0.8407279663085938,690.0624389648438,0,693.4347534179688,0,2.835299491882324,0.007133223056793213
1761084450173,693.4928588867188,-0.7344735107421875,-0.5102782845497131,0.08478035736083984,689.0018310546875,-0.826932861328125,690.0671997070312,0,693.5038452148438,0,2.8246803283691406,0.010355395317077637
1761084462192,693.4983520507812,-0.730322265625,-0.5355904698371887,0.0856972427368164,688.9996337890625,-0.8398617553710938,690.0767211914062,0,693.5454711914062,0,2.834567070007324,0.012888689041137696
1761084474517,693.4939575195312,-0.736903564453125,-0.545128345489502,0.08087824249267578,689,-0.8348427124023438,690.0624389648438,0,693.45703125,0,2.843721628189087,0.00891097354888916
1761084486226,693.4979858398438,-0.7360254516601563,-0.564204216003418,0.08646487426757812,688.9981689453125,-0.8268818969726562,690.0825805664062,0,693.59228515625,0,2.836398124694824,0.007399885654449463
1761084498230,693.4866333007812,-0.7323978881835937,-0.5381583571434021,0.08315980529785157,688.9996337890625,-0.8270975952148437,690.0587768554688,0,693.46728515625,0,2.846651077270508,0.01382200813293457
1761084510275,693.5086669921875,-0.7306259765625001,-0.516147792339325,0.08947142028808594,689.00146484375,-0.8199014282226562,690.0778198242188,0,693.5440063476562,0,2.835299491882324,0.008355425834655763
1761084522283,693.4998779296875,-0.7346507568359375,-0.589149534702301,0.08793616485595704,689.0032958984375,-0.8276580810546875,690.0917358398438,0,693.5166015625,0,2.8257789611816406,0.009422076225280763
1761084534510,693.5219116210938,-0.7239180908203126,-0.5476962924003601,0.08667810821533203,689.0062255859375,-0.8306389770507813,690.0994262695312,0,693.63134765625,0,2.839693546295166,0.009266523361206055
1761084545895,693.516357421875,-0.731182861328125,-0.5205498933792114,0.08810675048828125,689.00439453125,-0.8170989990234375,690.0983276367188,0,693.635009765625,0,2.8514113426208496,0.014399777412414551
1761084558357,693.4913940429688,-0.7271328735351562,-0.4959714412689209,0.08392743682861328,689.0010986328125,-0.8411356201171876,690.0873413085938,0,693.6145629882812,0,2.817723035812378,0.004799925804138184
1761084570173,693.51708984375,-0.726753173828125,-0.5260525345802307,0.08625164794921875,689.003662109375,-0.8325242919921875,690.0888061523438,0,693.5703125,0,2.838961362838745,0.011599820137023925
1761084582204,693.4928588867188,-0.73025390625,-0.5869484543800354,0.08337303924560548,689.0010986328125,-0.8408554077148438,690.0836791992188,0,693.5593872070312,0,2.840059757232666,0.013088685989379883
1761084594703,693.50244140625,-0.7259684448242187,-0.4868003726005554,0.09143314361572266,689.0032958984375,-0.8333650512695313,690.0975952148438,0,693.6196899414062,0,2.820286273956299,0.012066479682922364
1761084606185,693.5211791992188,-0.7291654663085938,-0.5234846472740173,0.08921554565429687,689.002197265625,-0.8271484985351563,690.0631713867188,0,693.5845947265625,0,2.8536083698272705,0.008577645301818848
1761084618298,693.5222778320312,-0.7380172729492188,-0.5234846472740173,0.08497225952148438,689.00439453125,-0.8233014526367187,690.0844116210938,0,693.591552734375,0,2.821018695831299,0.010822054862976074
1761084630226,693.4873657226562,-0.7354353637695312,-0.5741089582443237,0.08175248718261718,689.0010986328125,-0.8200148315429687,690.0671997070312,0,693.5074462890625,0,2.8323700428009033,0.014444220542907716
1761084642328,693.5182495117188,-0.7231080932617188,-0.5143135786056519,0.08217894744873047,689.0032958984375,-0.8260020751953125,690.0723266601562,0,693.5802001953125,0,2.819553852081299,0.01613308334350586
1761084654828,693.5174560546875,-0.73010205078125,-0.5249519944190979,0.08785086822509766,689.00439453125,-0.8252377319335937,690.0924682617188,0,693.5586547851562,0,2.841524600982666,0.01224425506591797
1761084666312,693.5321655273438,-0.7272593994140625,-0.536324143409729,0.08153925323486329,689.0040283203125,-0.83127587890625,690.1019897460938,0,693.6032104492188,0,2.8034422397613525,0.010022067070007324
1761084678345,693.5281372070312,-0.7290894775390625,-0.522750973701477,0.0862303237915039,689.005126953125,-0.8247282104492187,690.0858764648438,0,693.57177734375,0,2.834933280944824,0.008310982704162598
1761084690355,693.4998779296875,-0.7295957641601563,-0.53155517578125,0.08480168151855469,689.0010986328125,-0.8312249145507813,690.0994262695312,0,693.6529541015625,0,2.8587348461151123,0.022844091415405273
1761084702480,693.5079345703125,-0.7291831665039062,-0.5686063170433044,0.08512152099609376,689.0032958984375,-0.8284988403320312,690.0730590820312,0,693.594482421875,0,2.8235819339752197,0.011199826240539551
1761084714357,693.4998779296875,-0.7244750366210938,-0.526786208152771,0.07891652679443359,689.002197265625,-0.8296962890625,690.0888061523438,0,693.5366821289062,0,2.845552444458008,0.011333157539367675
1761084726233,693.511962890625,-0.7254190063476562,-0.47689563035964966,0.08394876098632813,689.0032958984375,-0.8330338134765625,690.1126098632812,0,693.5264892578125,0,2.838595151901245,0.01251091766357422
1761084738264,693.5006103515625,-0.71872900390625,-0.5150472521781921,0.08262673187255859,689.0047607421875,-0.8210594482421875,690.1074829101562,0,693.630615234375,0,2.841158390045166,0.002799956560134888
1761084750308,693.5274047851562,-0.7304234619140625,-0.5513647198677063,0.08644355010986328,689.003662109375,-0.8398238525390626,690.1107788085938,0,693.6244506835938,0,2.844453811645508,0.015755311965942383
1761084762319,693.4924926757812,-0.7218424682617187,-0.5693399906158447,0.07910842895507812,689.00439453125,-0.8388681030273437,690.1140747070312,0,693.6361083984375,0,2.8338348865509033,0.009755404472351074
1761084774304,693.5042724609375,-0.7156914672851563,-0.5099114775657654,0.08399140167236328,689.0032958984375,-0.8120149536132812,690.1228637695312,0,693.6010131835938,0,2.8103995323181152,0.006599897861480713
1761084786337,693.5406494140625,-0.7221209106445312,-0.5029414296150208,0.08761631774902344,689.0062255859375,-0.8341038208007813,690.1155395507812,0,693.6668090820312,0,2.838595151901245,0.015244208335876466
1761084798359,693.53955078125,-0.7286262817382813,-0.5366910099983215,0.0801745834350586,689.002197265625,-0.822613525390625,690.1122436523438,0,693.6167602539062,0,2.839693546295166,0.009955401420593262
1761084810402,693.5050048828125,-0.7293426513671876,-0.5722747445106506,0.08742440795898437,689.00439453125,-0.815658203125,690.1089477539062,0,693.6602783203125,0,2.839327335357666,0.0031332848072052003
1761084822348,693.5050048828125,-0.7228116455078125,-0.5117456912994385,0.08667810821533203,689.0029296875,-0.8204479370117188,690.1203002929688,0,693.6478271484375,0,2.817723035812378,0.011199826240539551
1761084834493,693.509033203125,-0.7194124755859375,-0.5509978532791138,0.08083559417724609,689.0025634765625,-0.8291611938476563,690.1203002929688,0,693.706298828125,0,2.815526008605957,0.008622088432312013
1761084846374,693.54248046875,-0.7292338256835937,-0.5029414296150208,0.0861237030029297,689.0040283203125,-0.8257982177734375,690.1144409179688,0,693.6671752929688,0,2.8327362537384033,0.011088717460632324
1761084858489,693.5115966796875,-0.7268796997070313,-0.4915693402290344,0.0860597381591797,689.002197265625,-0.8154431152343751,690.1001586914062,0,693.5977783203125,0,2.8484818935394287,0.0051554756164550785
1761084870435,693.544677734375,-0.73010205078125,-0.5135799050331116,0.08552666473388672,689.00146484375,-0.8160262451171875,690.1118774414062,0,693.6777954101562,0,2.821384906768799,0.008777642250061035
1761084882491,693.5266723632812,-0.7352582397460937,-0.46002084016799927,0.08309583282470703,689.0029296875,-0.8120914306640625,690.1122436523438,0,693.6873168945312,0,2.836764335632324,0.014488664627075196
1761084894620,693.543212890625,-0.7320435180664062,-0.5223841071128845,0.07791434478759766,689.005126953125,-0.8246654663085937,690.1181030273438,0,693.6631469726562,0,2.8572700023651123,0.013844229698181153
