timestamp,OutDCA_1,OutDCV_1,In1DCV_1,In2DCV_1,DCWh_1,In1DCA_1,In2DCA_1,OutDCA_2,OutDCV_2,In1DCV_2,In2DCV_2,DCWh_2,In1DCA_2,In2DCA_2,OutDCA_3,OutDCV_3,In1DCV_3,In2DCV_3,DCWh_3,In1DCA_3,In2DCA_3,OutDCA_4,OutDCV_4,In1DCV_4,In2DCV_4,DCWh_4,In1DCA_4,In2DCA_4,OutDCA_5,OutDCV_5,In1DCV_5,In2DCV_5,DCWh_5,In1DCA_5,In2DCA_5,OutDCA_6,OutDCV_6,In1DCV_6,In2DCV_6,DCWh_6,In1DCA_6,In2DCA_6
1757541601720,-0.014,705,226,480,0,0,-1,65.524,707,268,438,0,0,-1,65.523,707,268,440,0,0,-1,65.523,707,268,440,0,0,-1,65.522,707,225,481,0,0,-1,65.524,704,269,433,0,0,-1
1757541611844,-0.014,705,226,480,0,0,-1,65.524,707,268,438,0,0,-1,65.523,707,268,440,0,0,-1,65.523,707,268,440,0,0,-1,65.522,707,225,481,0,0,-1,65.524,704,269,433,0,0,-1
1757541621739,-0.014,705,226,480,0,0,-1,65.524,707,268,438,0,0,-1,65.523,707,268,440,0,0,-1,65.523,707,268,440,0,0,-1,65.522,707,225,481,0,0,-1,65.524,704,269,433,0,0,-1
1757541631724,-0.014,705,226,480,0,0,-1,65.524,707,268,438,0,0,-1,65.523,707,268,440,0,0,-1,65.523,707,268,440,0,0,-1,65.522,707,225,481,0,0,-1,65.524,704,269,433,0,0,-1
1757541641772,-0.014,705,226,480,0,0,-1,65.524,707,268,438,0,0,-1,65.523,707,268,440,0,0,-1,65.523,707,268,440,0,0,-1,65.522,707,225,481,0,0,-1,65.524,704,269,433,0,0,-1
1757541651728,-0.014,705,226,480,0,0,-1,65.524,707,268,438,0,0,-1,65.523,707,268,440,0,0,-1,65.523,707,268,440,0,0,-1,65.522,707,225,481,0,0,-1,65.524,704,269,433,0,0,-1
1757541661741,-0.014,705,226,480,0,0,-1,65.524,707,268,438,0,0,-1,65.523,707,268,440,0,0,-1,65.523,707,268,440,0,0,-1,65.522,707,225,481,0,0,-1,65.524,704,269,433,0,0,-1
1757541671748,-0.014,705,226,480,0,0,-1,65.524,707,268,438,0,0,-1,65.523,707,268,440,0,0,-1,65.523,707,268,440,0,0,-1,65.522,707,225,481,0,0,-1,65.524,704,269,433,0,0,-1
1757541681743,-0.014,705,226,480,0,0,-1,65.524,707,268,438,0,0,-1,65.523,707,268,440,0,0,-1,65.523,707,268,440,0,0,-1,65.522,707,225,481,0,0,-1,65.524,704,269,433,0,0,-1
1757541691754,-0.014,705,226,480,0,0,-1,65.524,707,268,438,0,0,-1,65.523,707,268,440,0,0,-1,65.523,707,268,440,0,0,-1,65.522,707,225,481,0,0,-1,65.524,704,269,433,0,0,-1
1757541701745,-0.014,705,226,480,0,0,-1,65.524,707,268,438,0,0,-1,65.523,707,268,440,0,0,-1,65.523,707,268,440,0,0,-1,65.522,707,225,481,0,0,-1,65.524,704,269,433,0,0,-1
1757541711799,-0.014,705,226,480,0,0,-1,65.524,707,268,438,0,0,-1,65.523,707,268,440,0,0,-1,65.523,707,268,440,0,0,-1,65.522,707,225,481,0,0,-1,65.524,704,269,433,0,0,-1
1757541721768,-0.014,705,226,480,0,0,-1,65.524,707,268,438,0,0,-1,65.523,707,268,440,0,0,-1,65.523,707,268,440,0,0,-1,65.522,707,225,481,0,0,-1,65.524,704,269,433,0,0,-1
1757541731809,-0.014,705,226,480,0,0,-1,65.524,707,268,438,0,0,-1,65.523,707,268,440,0,0,-1,65.523,707,268,440,0,0,-1,65.522,707,225,481,0,0,-1,65.524,704,269,433,0,0,-1
1757541741797,-0.014,705,226,480,0,0,-1,65.524,707,268,438,0,0,-1,65.523,707,268,440,0,0,-1,65.523,707,268,440,0,0,-1,65.522,707,225,481,0,0,-1,65.524,704,269,433,0,0,-1
1757541751838,-0.014,705,226,480,0,0,-1,65.524,707,268,438,0,0,-1,65.523,707,268,440,0,0,-1,65.523,707,268,440,0,0,-1,65.522,707,225,481,0,0,-1,65.524,704,269,433,0,0,-1
1757541761775,-0.014,705,226,480,0,0,-1,65.524,707,268,438,0,0,-1,65.523,707,268,440,0,0,-1,65.523,707,268,440,0,0,-1,65.522,707,225,481,0,0,-1,65.524,704,269,433,0,0,-1
1757541771779,-0.014,705,226,480,0,0,-1,65.524,707,268,438,0,0,-1,65.523,707,268,440,0,0,-1,65.523,707,268,440,0,0,-1,65.522,707,225,481,0,0,-1,65.524,704,269,433,0,0,-1
1757541781808,-0.014,705,226,480,0,0,-1,65.524,707,268,438,0,0,-1,65.523,707,268,440,0,0,-1,65.523,707,268,440,0,0,-1,65.522,707,225,481,0,0,-1,65.524,704,269,433,0,0,-1
1757541791796,-0.014,705,226,480,0,0,-1,65.524,707,268,438,0,0,-1,65.523,707,268,440,0,0,-1,65.523,707,268,440,0,0,-1,65.522,707,225,481,0,0,-1,65.524,704,269,433,0,0,-1
