timestamp,OutDCA_1,OutDCV_1,In1DCV_1,In2DCV_1,DCWh_1,In1DCA_1,In2DCA_1,OutDCA_2,OutDCV_2,In1DCV_2,In2DCV_2,DCWh_2,In1DCA_2,In2DCA_2,OutDCA_3,OutDCV_3,In1DCV_3,In2DCV_3,DCWh_3,In1DCA_3,In2DCA_3,OutDCA_4,OutDCV_4,In1DCV_4,In2DCV_4,DCWh_4,In1DCA_4,In2DCA_4,OutDCA_5,OutDCV_5,In1DCV_5,In2DCV_5,DCWh_5,In1DCA_5,In2DCA_5,OutDCA_6,OutDCV_6,In1DCV_6,In2DCV_6,DCWh_6,In1DCA_6,In2DCA_6
1757455205464,-0.016,692,208,485,0,0,-1,65.523,694,252,441,0,0,-1,65.522,694,252,443,0,0,-1,65.522,694,252,443,0,0,-1,65.52,695,208,486,0,0,-1,65.523,691,252,437,0,0,-1
1757455215468,-0.016,692,208,485,0,0,-1,65.523,694,252,441,0,0,-1,65.522,694,252,443,0,0,-1,65.522,694,252,443,0,0,-1,65.52,695,208,486,0,0,-1,65.523,691,252,437,0,0,-1
1757455225462,-0.016,692,208,485,0,0,-1,65.523,694,252,441,0,0,-1,65.522,694,252,443,0,0,-1,65.522,694,252,443,0,0,-1,65.52,695,208,486,0,0,-1,65.523,691,252,437,0,0,-1
1757455235492,-0.016,692,208,484,0,0,-1,65.523,694,252,441,0,0,-1,65.522,694,252,443,0,0,-1,65.522,694,252,443,0,0,-1,65.52,694,208,486,0,0,-1,65.523,691,252,437,0,0,-1
1757455245472,-0.016,692,208,484,0,0,-1,65.523,694,252,441,0,0,-1,65.522,694,252,443,0,0,-1,65.522,694,252,443,0,0,-1,65.52,694,208,486,0,0,-1,65.523,691,252,437,0,0,-1
1757455255490,-0.016,692,208,484,0,0,-1,65.523,694,252,441,0,0,-1,65.522,694,252,443,0,0,-1,65.522,694,252,443,0,0,-1,65.52,694,208,486,0,0,-1,65.523,691,252,437,0,0,-1
1757455265460,-0.016,692,208,484,0,0,-1,65.523,694,252,441,0,0,-1,65.522,694,252,443,0,0,-1,65.522,694,252,443,0,0,-1,65.52,694,208,486,0,0,-1,65.523,691,252,437,0,0,-1
1757455275469,-0.016,692,208,484,0,0,-1,65.523,694,252,441,0,0,-1,65.522,694,252,443,0,0,-1,65.522,694,252,443,0,0,-1,65.52,694,208,486,0,0,-1,65.523,691,252,437,0,0,-1
1757455285498,-0.016,692,208,484,0,0,-1,65.523,694,252,441,0,0,-1,65.522,694,252,443,0,0,-1,65.522,694,252,443,0,0,-1,65.52,694,208,486,0,0,-1,65.523,691,252,437,0,0,-1
1757455295486,-0.016,692,208,484,0,0,-1,65.523,694,252,441,0,0,-1,65.522,694,252,443,0,0,-1,65.522,694,252,443,0,0,-1,65.52,694,208,486,0,0,-1,65.523,691,252,437,0,0,-1
