timestamp,OutDCA_1,OutDCV_1,In1DCV_1,In2DCV_1,DCWh_1,In1DCA_1,In2DCA_1,OutDCA_2,OutDCV_2,In1DCV_2,In2DCV_2,DCWh_2,In1DCA_2,In2DCA_2,OutDCA_3,OutDCV_3,In1DCV_3,In2DCV_3,DCWh_3,In1DCA_3,In2DCA_3,OutDCA_4,OutDCV_4,In1DCV_4,In2DCV_4,DCWh_4,In1DCA_4,In2DCA_4,OutDCA_5,OutDCV_5,In1DCV_5,In2DCV_5,DCWh_5,In1DCA_5,In2DCA_5,OutDCA_46,OutDCV_6,In1DCV_6,In2DCV_6,DCWh_6,In1DCA_6,In2DCA_6,
1756297023931,0,749,576,579,0,0,0,65.535,751,527,532,0,0,-1,0,750,530,533,0,0,0,0,750,530,533,0,0,0,65.535,751,577,580,0,0,-1,,747,524,524,0,0,0,
1756297033899,0,749,576,579,0,0,0,65.535,751,527,532,0,0,-1,0,750,530,533,0,0,0,0,750,530,533,0,0,0,65.535,751,577,580,0,0,-1,,747,524,524,0,0,0,
1756297043895,0,749,576,579,0,0,0,65.535,751,527,532,0,0,-1,0,750,530,533,0,0,0,0,750,530,533,0,0,0,65.535,751,577,580,0,0,-1,,747,524,524,0,0,0,
1756297053925,0,749,576,579,0,0,0,65.535,751,527,532,0,0,-1,0,750,530,533,0,0,0,0,750,530,533,0,0,0,65.535,751,577,580,0,0,-1,,747,524,524,0,0,0,
1756297063915,0,749,576,579,0,0,0,65.535,751,527,532,0,0,-1,0,750,530,533,0,0,0,0,750,530,533,0,0,0,65.535,751,577,580,0,0,-1,,747,524,524,0,0,0,
1756297073908,0,749,576,579,0,0,0,65.535,751,527,532,0,0,-1,0,750,530,533,0,0,0,0,750,530,533,0,0,0,65.535,751,577,580,0,0,-1,,747,524,524,0,0,0,
1756297083909,-0.001,749,576,579,0,0,0,65.535,751,527,532,0,0,-1,0,750,530,533,0,0,0,0,750,530,533,0,0,0,0,751,577,580,0,0,0,,747,524,524,0,0,0,
1756297093916,-0.001,749,576,579,0,0,0,65.535,751,527,532,0,0,-1,0,750,530,533,0,0,0,0,750,530,533,0,0,0,0,751,577,580,0,0,0,,747,524,524,0,0,0,
1756297103927,-0.001,749,576,579,0,0,0,65.535,751,527,532,0,0,-1,0,750,530,533,0,0,0,0,750,530,533,0,0,0,0,751,577,580,0,0,0,,747,524,524,0,0,0,
1756297113931,-0.001,749,576,579,0,0,0,65.535,751,527,532,0,0,-1,0,750,530,533,0,0,0,0,750,530,533,0,0,0,0,751,577,580,0,0,0,,747,524,524,0,0,0,
1756297123952,-0.001,749,576,579,0,0,0,65.535,751,527,532,0,0,-1,0,750,530,533,0,0,0,0,750,530,533,0,0,0,0,751,577,580,0,0,0,,747,524,524,0,0,0,
1756297133946,-0.001,749,576,579,0,0,0,65.535,751,527,532,0,0,-1,0,750,530,533,0,0,0,0,750,530,533,0,0,0,0,751,577,580,0,0,0,,747,524,524,0,0,0,
1756297143935,-0.001,749,576,579,0,0,0,0,751,527,531,0,0,-1,0,750,530,533,0,0,0,0,750,530,533,0,0,0,0,751,577,580,0,0,0,,747,524,524,0,0,0,
1756297153943,-0.001,749,576,579,0,0,0,0,751,527,531,0,0,-1,0,750,530,533,0,0,0,0,750,530,533,0,0,0,0,751,577,580,0,0,0,,747,524,524,0,0,0,
1756297163973,-0.001,749,576,579,0,0,0,0,751,527,531,0,0,-1,0,750,530,533,0,0,0,0,750,530,533,0,0,0,0,751,577,580,0,0,0,,747,524,524,0,0,0,
1756297173986,-0.001,749,576,579,0,0,0,0,751,527,531,0,0,-1,0,750,530,533,0,0,0,0,750,530,533,0,0,0,0,751,577,580,0,0,0,,747,524,524,0,0,0,
1756297184037,-0.001,749,576,579,0,0,0,0,751,527,531,0,0,-1,0,750,530,533,0,0,0,0,750,530,533,0,0,0,0,751,577,580,0,0,0,,747,524,524,0,0,0,
1756297194003,-0.001,749,576,579,0,0,0,0,751,527,531,0,0,-1,0,750,530,533,0,0,0,0,750,530,533,0,0,0,0,751,577,580,0,0,0,,747,524,524,0,0,0,
1756297204157,0,749,576,578,0,0,0,0,751,527,531,0,0,-1,0,751,529,532,0,0,0,0,751,529,532,0,0,0,0,751,577,580,0,0,0,,747,524,524,0,0,0,
1756297213985,0,749,576,578,0,0,0,0,751,527,531,0,0,-1,0,751,529,532,0,0,0,0,751,529,532,0,0,0,0,751,577,580,0,0,0,,747,524,524,0,0,0,
1756297224278,0,749,576,578,0,0,0,0,751,527,531,0,0,-1,0,751,529,532,0,0,0,0,751,529,532,0,0,0,0,751,577,580,0,0,0,,747,524,524,0,0,0,
1756297234026,0,749,576,578,0,0,0,0,751,527,531,0,0,-1,0,751,529,532,0,0,0,0,751,529,532,0,0,0,0,751,577,580,0,0,0,,747,524,524,0,0,0,
1756297244027,0,749,576,578,0,0,0,0,751,527,531,0,0,-1,0,751,529,532,0,0,0,0,751,529,532,0,0,0,0,751,577,580,0,0,0,,747,524,524,0,0,0,
1756297253995,0,749,576,578,0,0,0,0,751,527,531,0,0,-1,0,751,529,532,0,0,0,0,751,529,532,0,0,0,0,751,577,580,0,0,0,,747,524,524,0,0,0,
1756297264025,0,749,576,578,0,0,0,0,751,527,531,0,0,-1,0,751,529,532,0,0,0,0,751,529,532,0,0,0,65.535,751,577,580,0,0,0,,747,524,524,0,0,0,
1756297274048,0,749,576,578,0,0,0,0,751,527,531,0,0,-1,0,751,529,532,0,0,0,0,751,529,532,0,0,0,65.535,751,577,580,0,0,0,,747,524,524,0,0,0,
1756297284050,0,749,576,578,0,0,0,0,751,527,531,0,0,-1,0,751,529,532,0,0,0,0,751,529,532,0,0,0,65.535,751,577,580,0,0,0,,747,524,524,0,0,0,
1756297294049,0,749,576,578,0,0,0,0,751,527,531,0,0,-1,0,751,529,532,0,0,0,0,751,529,532,0,0,0,65.535,751,577,580,0,0,0,,747,524,524,0,0,0,
1756297304037,0,749,576,578,0,0,0,0,751,527,531,0,0,-1,0,751,529,532,0,0,0,0,751,529,532,0,0,0,65.535,751,577,580,0,0,0,,747,524,524,0,0,0,
1756297314050,0,749,576,578,0,0,0,0,751,527,531,0,0,-1,0,751,529,532,0,0,0,0,751,529,532,0,0,0,65.535,751,577,580,0,0,0,,747,524,524,0,0,0,
1756297324092,-0.001,749,576,578,0,0,0,0,751,527,531,0,0,-1,0,750,530,533,0,0,0,0,750,530,533,0,0,0,65.535,751,577,580,0,0,0,,747,524,524,0,0,0,
1756297334065,-0.001,749,576,578,0,0,0,0,751,527,531,0,0,-1,0,750,530,533,0,0,0,0,750,530,533,0,0,0,65.535,751,577,580,0,0,0,,747,524,524,0,0,0,
1756297344095,-0.001,749,576,578,0,0,0,0,751,527,531,0,0,-1,0,750,530,533,0,0,0,0,750,530,533,0,0,0,65.535,751,577,580,0,0,0,,747,524,524,0,0,0,
1756297354089,-0.001,749,576,578,0,0,0,0,751,527,531,0,0,-1,0,750,530,533,0,0,0,0,750,530,533,0,0,0,65.535,751,577,580,0,0,0,,747,524,524,0,0,0,
1756297364081,-0.001,749,576,578,0,0,0,0,751,527,531,0,0,-1,0,750,530,533,0,0,0,0,750,530,533,0,0,0,65.535,751,577,580,0,0,0,,747,524,524,0,0,0,
1756297374110,-0.001,749,576,578,0,0,0,0,751,527,531,0,0,-1,0,750,530,533,0,0,0,0,750,530,533,0,0,0,65.535,751,577,580,0,0,0,,747,524,524,0,0,0,
1756297384136,0,749,575,578,0,0,0,0,751,527,531,0,0,-1,0,751,530,532,0,0,0,0,751,530,532,0,0,0,65.535,751,576,580,0,0,-1,,747,524,524,0,0,0,
1756297394118,0,749,575,578,0,0,0,0,751,527,531,0,0,-1,0,751,530,532,0,0,0,0,751,530,532,0,0,0,65.535,751,576,580,0,0,-1,,747,524,524,0,0,0,
1756297404109,0,749,575,578,0,0,0,0,751,527,531,0,0,-1,0,751,530,532,0,0,0,0,751,530,532,0,0,0,65.535,751,576,580,0,0,-1,,747,524,524,0,0,0,
1756297414124,0,749,575,578,0,0,0,0,751,527,531,0,0,-1,0,751,530,532,0,0,0,0,751,530,532,0,0,0,65.535,751,576,580,0,0,-1,,747,524,524,0,0,0,
1756297424111,0,749,575,578,0,0,0,0,751,527,531,0,0,-1,0,751,530,532,0,0,0,0,751,530,532,0,0,0,65.535,751,576,580,0,0,-1,,747,524,524,0,0,0,
1756297434128,0,749,575,578,0,0,0,0,751,527,531,0,0,-1,0,751,530,532,0,0,0,0,751,530,532,0,0,0,65.535,751,576,580,0,0,-1,,747,524,524,0,0,0,
1756297444153,0,749,575,578,0,0,0,0,751,526,531,0,0,-1,65.535,750,529,532,0,0,0,65.535,750,529,532,0,0,0,65.535,751,576,580,0,0,0,,747,523,524,0,0,0,
1756297454181,0,749,575,578,0,0,0,0,751,526,531,0,0,-1,65.535,750,529,532,0,0,0,65.535,750,529,532,0,0,0,65.535,751,576,580,0,0,0,,747,523,524,0,0,0,
1756297464136,0,749,575,578,0,0,0,0,751,526,531,0,0,-1,65.535,750,529,532,0,0,0,65.535,750,529,532,0,0,0,65.535,751,576,580,0,0,0,,747,523,524,0,0,0,
1756297474152,0,749,575,578,0,0,0,0,751,526,531,0,0,-1,65.535,750,529,532,0,0,0,65.535,750,529,532,0,0,0,65.535,751,576,580,0,0,0,,747,523,524,0,0,0,
1756297484148,0,749,575,578,0,0,0,0,751,526,531,0,0,-1,65.535,750,529,532,0,0,0,65.535,750,529,532,0,0,0,65.535,751,576,580,0,0,0,,747,523,524,0,0,0,
1756297494171,0,749,575,578,0,0,0,0,751,526,531,0,0,-1,65.535,750,529,532,0,0,0,65.535,750,529,532,0,0,0,65.535,751,576,580,0,0,0,,747,523,524,0,0,0,
1756297504163,0,749,576,579,0,0,0,0,751,527,532,0,0,-1,0,750,530,533,0,0,0,0,750,530,533,0,0,0,65.535,751,577,580,0,0,0,,747,524,524,0,0,0,
1756297514184,0,749,576,579,0,0,0,0,751,527,532,0,0,-1,0,750,530,533,0,0,0,0,750,530,533,0,0,0,65.535,751,577,580,0,0,0,,747,524,524,0,0,0,
1756297524194,0,749,576,579,0,0,0,0,751,527,532,0,0,-1,0,750,530,533,0,0,0,0,750,530,533,0,0,0,65.535,751,577,580,0,0,0,,747,524,524,0,0,0,
1756297534185,0,749,576,579,0,0,0,0,751,527,532,0,0,-1,0,750,530,533,0,0,0,0,750,530,533,0,0,0,65.535,751,577,580,0,0,0,,747,524,524,0,0,0,
1756297544208,0,749,576,579,0,0,0,0,751,527,532,0,0,-1,0,750,530,533,0,0,0,0,750,530,533,0,0,0,65.535,751,577,580,0,0,0,,747,524,524,0,0,0,
1756297554226,0,749,576,579,0,0,0,0,751,527,532,0,0,-1,0,750,530,533,0,0,0,0,750,530,533,0,0,0,65.535,751,577,580,0,0,0,,747,524,524,0,0,0,
1756297564195,0,749,577,579,0,0,0,0,751,528,532,0,0,-1,0,750,530,533,0,0,0,0,750,530,533,0,0,0,65.535,751,578,581,0,0,0,,747,525,525,0,0,0,
1756297574185,0,749,577,579,0,0,0,0,751,528,532,0,0,-1,0,750,530,533,0,0,0,0,750,530,533,0,0,0,65.535,751,578,581,0,0,0,,747,525,525,0,0,0,
1756297584181,0,749,577,579,0,0,0,0,751,528,532,0,0,-1,0,750,530,533,0,0,0,0,750,530,533,0,0,0,65.535,751,578,581,0,0,0,,747,525,525,0,0,0,
1756297594203,0,749,577,579,0,0,0,0,751,528,532,0,0,-1,0,750,530,533,0,0,0,0,750,530,533,0,0,0,65.535,751,578,581,0,0,0,,747,525,525,0,0,0,
1756297604209,0,749,577,579,0,0,0,0,751,528,532,0,0,-1,0,750,530,533,0,0,0,0,750,530,533,0,0,0,65.535,751,578,581,0,0,0,,747,525,525,0,0,0,
1756297614216,0,749,577,579,0,0,0,0,751,528,532,0,0,-1,0,750,530,533,0,0,0,0,750,530,533,0,0,0,65.535,751,578,581,0,0,0,,747,525,525,0,0,0,
1756297624197,0,749,577,579,0,0,0,0,751,528,532,0,0,-1,65.535,750,530,533,0,0,0,65.535,750,530,533,0,0,0,65.535,751,578,581,0,0,0,,747,525,525,0,0,0,
1756297634229,0,749,577,579,0,0,0,0,751,528,532,0,0,-1,65.535,750,530,533,0,0,0,65.535,750,530,533,0,0,0,65.535,751,578,581,0,0,0,,747,525,525,0,0,0,
1756297644202,0,749,577,579,0,0,0,0,751,528,532,0,0,-1,65.535,750,530,533,0,0,0,65.535,750,530,533,0,0,0,65.535,751,578,581,0,0,0,,747,525,525,0,0,0,
1756297654238,0,749,577,579,0,0,0,0,751,528,532,0,0,-1,65.535,750,530,533,0,0,0,65.535,750,530,533,0,0,0,65.535,751,578,581,0,0,0,,747,525,525,0,0,0,
1756297664231,0,749,577,579,0,0,0,0,751,528,532,0,0,-1,65.535,750,530,533,0,0,0,65.535,750,530,533,0,0,0,65.535,751,578,581,0,0,0,,747,525,525,0,0,0,
1756297674254,0,749,577,579,0,0,0,0,751,528,532,0,0,-1,65.535,750,530,533,0,0,0,65.535,750,530,533,0,0,0,65.535,751,578,581,0,0,0,,747,525,525,0,0,0,
1756297684247,-0.001,749,576,579,0,0,0,0,751,528,532,0,0,-1,65.535,750,530,533,0,0,0,65.535,750,530,533,0,0,0,65.535,751,577,581,0,0,-1,,747,525,525,0,0,0,
1756297694240,-0.001,749,576,579,0,0,0,0,751,528,532,0,0,-1,65.535,750,530,533,0,0,0,65.535,750,530,533,0,0,0,65.535,751,577,581,0,0,-1,,747,525,525,0,0,0,
1756297704254,-0.001,749,576,579,0,0,0,0,751,528,532,0,0,-1,65.535,750,530,533,0,0,0,65.535,750,530,533,0,0,0,65.535,751,577,581,0,0,-1,,747,525,525,0,0,0,
1756297714276,-0.001,749,576,579,0,0,0,0,751,528,532,0,0,-1,65.535,750,530,533,0,0,0,65.535,750,530,533,0,0,0,65.535,751,577,581,0,0,-1,,747,525,525,0,0,0,
1756297724262,-0.001,749,576,579,0,0,0,0,751,528,532,0,0,-1,65.535,750,530,533,0,0,0,65.535,750,530,533,0,0,0,65.535,751,577,581,0,0,-1,,747,525,525,0,0,0,
1756297734297,-0.001,749,576,579,0,0,0,0,751,528,532,0,0,-1,65.535,750,530,533,0,0,0,65.535,750,530,533,0,0,0,65.535,751,577,581,0,0,-1,,747,525,525,0,0,0,
1756297744308,-0.001,749,577,579,0,0,0,0,751,528,532,0,0,-1,65.535,750,530,533,0,0,0,65.535,750,530,533,0,0,0,65.535,751,577,581,0,0,0,,747,525,525,0,0,0,
1756297754269,-0.001,749,577,579,0,0,0,0,751,528,532,0,0,-1,65.535,750,530,533,0,0,0,65.535,750,530,533,0,0,0,65.535,751,577,581,0,0,0,,747,525,525,0,0,0,
1756297764278,-0.001,749,577,579,0,0,0,0,751,528,532,0,0,-1,65.535,750,530,533,0,0,0,65.535,750,530,533,0,0,0,65.535,751,577,581,0,0,0,,747,525,525,0,0,0,
1756297774278,-0.001,749,577,579,0,0,0,0,751,528,532,0,0,-1,65.535,750,530,533,0,0,0,65.535,750,530,533,0,0,0,65.535,751,577,581,0,0,0,,747,525,525,0,0,0,
1756297784293,-0.001,749,577,579,0,0,0,0,751,528,532,0,0,-1,65.535,750,530,533,0,0,0,65.535,750,530,533,0,0,0,65.535,751,577,581,0,0,0,,747,525,525,0,0,0,
1756297794292,-0.001,749,577,579,0,0,0,0,751,528,532,0,0,-1,65.535,750,530,533,0,0,0,65.535,750,530,533,0,0,0,65.535,751,577,581,0,0,0,,747,525,525,0,0,0,
1756297804299,-0.001,749,577,580,0,0,0,0,751,528,533,0,0,-1,0,750,531,534,0,0,0,0,750,531,534,0,0,0,65.535,751,577,581,0,0,0,,747,525,525,0,0,0,
1756297814321,-0.001,749,577,580,0,0,0,0,751,528,533,0,0,-1,0,750,531,534,0,0,0,0,750,531,534,0,0,0,65.535,751,577,581,0,0,0,,747,525,525,0,0,0,
1756297824302,-0.001,749,577,580,0,0,0,0,751,528,533,0,0,-1,0,750,531,534,0,0,0,0,750,531,534,0,0,0,65.535,751,577,581,0,0,0,,747,525,525,0,0,0,
1756297834317,-0.001,749,577,580,0,0,0,0,751,528,533,0,0,-1,0,750,531,534,0,0,0,0,750,531,534,0,0,0,65.535,751,577,581,0,0,0,,747,525,525,0,0,0,
1756297844321,-0.001,749,577,580,0,0,0,0,751,528,533,0,0,-1,0,750,531,534,0,0,0,0,750,531,534,0,0,0,65.535,751,577,581,0,0,0,,747,525,525,0,0,0,
1756297854406,-0.001,749,577,580,0,0,0,0,751,528,533,0,0,-1,0,750,531,534,0,0,0,0,750,531,534,0,0,0,65.535,751,577,581,0,0,0,,747,525,525,0,0,0,
1756297864311,0,749,579,581,0,0,0,0,751,530,534,0,0,-1,0,750,532,535,0,0,0,0,750,532,535,0,0,0,65.535,751,580,583,0,0,0,,747,525,525,0,0,0,
1756297874294,0,749,579,581,0,0,0,0,751,530,534,0,0,-1,0,750,532,535,0,0,0,0,750,532,535,0,0,0,65.535,751,580,583,0,0,0,,747,525,525,0,0,0,
1756297884374,0,749,579,581,0,0,0,0,751,530,534,0,0,-1,0,750,532,535,0,0,0,0,750,532,535,0,0,0,65.535,751,580,583,0,0,0,,747,525,525,0,0,0,
1756297894339,0,749,579,581,0,0,0,0,751,530,534,0,0,-1,0,750,532,535,0,0,0,0,750,532,535,0,0,0,65.535,751,580,583,0,0,0,,747,525,525,0,0,0,
1756297904325,0,749,579,581,0,0,0,0,751,530,534,0,0,-1,0,750,532,535,0,0,0,0,750,532,535,0,0,0,65.535,751,580,583,0,0,0,,747,525,525,0,0,0,
1756297914352,0,749,579,581,0,0,0,0,751,530,534,0,0,-1,0,750,532,535,0,0,0,0,750,532,535,0,0,0,65.535,751,580,583,0,0,0,,747,525,525,0,0,0,
1756297924747,0,749,579,581,0,0,0,0,751,533,537,0,0,-1,0,750,532,535,0,0,0,0,750,532,535,0,0,0,65.535,751,583,587,0,0,0,,747,531,532,0,0,0,
1756297934336,0,749,579,581,0,0,0,0,751,533,537,0,0,-1,0,750,532,535,0,0,0,0,750,532,535,0,0,0,65.535,751,583,587,0,0,0,,747,531,532,0,0,0,
1756297944347,0,749,579,581,0,0,0,0,751,533,537,0,0,-1,0,750,532,535,0,0,0,0,750,532,535,0,0,0,65.535,751,583,587,0,0,0,,747,531,532,0,0,0,
1756297954366,0,749,579,581,0,0,0,0,751,533,537,0,0,-1,0,750,532,535,0,0,0,0,750,532,535,0,0,0,65.535,751,583,587,0,0,0,,747,531,532,0,0,0,
1756297964368,0,749,579,581,0,0,0,0,751,533,537,0,0,-1,0,750,532,535,0,0,0,0,750,532,535,0,0,0,65.535,751,583,587,0,0,0,,747,531,532,0,0,0,
1756297974371,0,749,579,581,0,0,0,0,751,533,537,0,0,-1,0,750,532,535,0,0,0,0,750,532,535,0,0,0,65.535,751,583,587,0,0,0,,747,531,532,0,0,0,
1756297984395,0,749,579,581,0,0,0,0,751,533,537,0,0,-1,0,750,532,535,0,0,0,0,750,532,535,0,0,0,65.535,751,583,587,0,0,0,,747,531,532,0,0,0,
1756297994376,0,749,577,580,0,0,0,0,751,533,537,0,0,-1,65.535,750,531,534,0,0,0,65.535,750,531,534,0,0,0,65.535,751,583,587,0,0,0,,747,531,532,0,0,0,
1756298004393,0,749,577,580,0,0,0,0,751,533,537,0,0,-1,65.535,750,531,534,0,0,0,65.535,750,531,534,0,0,0,65.535,751,583,587,0,0,0,,747,531,532,0,0,0,
1756298014373,0,749,577,580,0,0,0,0,751,533,537,0,0,-1,65.535,750,531,534,0,0,0,65.535,750,531,534,0,0,0,65.535,751,583,587,0,0,0,,747,531,532,0,0,0,
1756298024394,0,749,577,580,0,0,0,0,751,533,537,0,0,-1,65.535,750,531,534,0,0,0,65.535,750,531,534,0,0,0,65.535,751,583,587,0,0,0,,747,531,532,0,0,0,
1756298034407,0,749,577,580,0,0,0,0,751,533,537,0,0,-1,65.535,750,531,534,0,0,0,65.535,750,531,534,0,0,0,65.535,751,583,587,0,0,0,,747,531,532,0,0,0,
1756298044451,0,749,577,580,0,0,0,0,751,533,537,0,0,-1,65.535,750,531,534,0,0,0,65.535,750,531,534,0,0,0,65.535,751,583,587,0,0,0,,747,531,532,0,0,0,
1756298054398,0,749,578,580,0,0,0,0,751,533,537,0,0,-1,65.535,750,531,534,0,0,0,65.535,750,531,534,0,0,0,0,751,578,582,0,0,-1,,747,531,532,0,0,0,
1756298064410,0,749,578,580,0,0,0,0,751,533,537,0,0,-1,65.535,750,531,534,0,0,0,65.535,750,531,534,0,0,0,0,751,578,582,0,0,-1,,747,531,532,0,0,0,
1756298074414,0,749,578,580,0,0,0,0,751,533,537,0,0,-1,65.535,750,531,534,0,0,0,65.535,750,531,534,0,0,0,0,751,578,582,0,0,-1,,747,531,532,0,0,0,
1756298084432,0,749,578,580,0,0,0,0,751,533,537,0,0,-1,65.535,750,531,534,0,0,0,65.535,750,531,534,0,0,0,0,751,578,582,0,0,-1,,747,531,532,0,0,0,
1756298094438,0,749,578,580,0,0,0,0,751,533,537,0,0,-1,65.535,750,531,534,0,0,0,65.535,750,531,534,0,0,0,0,751,578,582,0,0,-1,,747,531,532,0,0,0,
1756298104433,0,749,578,580,0,0,0,0,751,533,537,0,0,-1,65.535,750,531,534,0,0,0,65.535,750,531,534,0,0,0,0,751,578,582,0,0,-1,,747,531,532,0,0,0,
1756298114464,0,749,578,580,0,0,0,0,751,530,534,0,0,-1,0,750,532,536,0,0,0,0,750,532,536,0,0,0,0,751,578,582,0,0,-1,,747,528,528,0,0,0,
1756298124440,0,749,578,580,0,0,0,0,751,530,534,0,0,-1,0,750,532,536,0,0,0,0,750,532,536,0,0,0,0,751,578,582,0,0,-1,,747,528,528,0,0,0,
1756298134439,0,749,578,580,0,0,0,0,751,530,534,0,0,-1,0,750,532,536,0,0,0,0,750,532,536,0,0,0,0,751,578,582,0,0,-1,,747,528,528,0,0,0,
1756298144467,0,749,578,580,0,0,0,0,751,530,534,0,0,-1,0,750,532,536,0,0,0,0,750,532,536,0,0,0,0,751,578,582,0,0,-1,,747,528,528,0,0,0,
1756298154497,0,749,578,580,0,0,0,0,751,530,534,0,0,-1,0,750,532,536,0,0,0,0,750,532,536,0,0,0,0,751,578,582,0,0,-1,,747,528,528,0,0,0,
1756298164444,0,749,578,580,0,0,0,0,751,530,534,0,0,-1,0,750,532,536,0,0,0,0,750,532,536,0,0,0,0,751,578,582,0,0,-1,,747,528,528,0,0,0,
1756298174477,-0.001,749,579,582,0,0,0,0,751,530,534,0,0,-1,0,750,532,535,0,0,0,0,750,532,535,0,0,0,0,751,580,583,0,0,0,,747,528,528,0,0,0,
