timestamp,OutDCA_1,OutDCV_1,In1DCV_1,In2DCV_1,DCWh_1,In1DCA_1,In2DCA_1,OutDCA_2,OutDCV_2,In1DCV_2,In2DCV_2,DCWh_2,In1DCA_2,In2DCA_2,OutDCA_3,OutDCV_3,In1DCV_3,In2DCV_3,DCWh_3,In1DCA_3,In2DCA_3,OutDCA_4,OutDCV_4,In1DCV_4,In2DCV_4,DCWh_4,In1DCA_4,In2DCA_4,OutDCA_5,OutDCV_5,In1DCV_5,In2DCV_5,DCWh_5,In1DCA_5,In2DCA_5,OutDCA_6,OutDCV_6,In1DCV_6,In2DCV_6,DCWh_6,In1DCA_6,In2DCA_6
1757368808263,-0.014,705,234,472,0,0,-1,65.524,707,275,431,0,0,-1,65.523,706,275,433,0,0,-1,65.523,706,275,433,0,0,-1,65.522,707,233,473,0,0,-1,65.524,703,276,426,0,0,-1
1757368818278,-0.014,705,234,472,0,0,-1,65.524,707,275,431,0,0,-1,65.523,706,275,433,0,0,-1,65.523,706,275,433,0,0,-1,65.522,707,233,473,0,0,-1,65.524,703,276,426,0,0,-1
1757368828287,-0.014,705,234,472,0,0,-1,65.524,707,275,431,0,0,-1,65.523,706,275,433,0,0,-1,65.523,706,275,433,0,0,-1,65.522,707,233,473,0,0,-1,65.524,703,276,426,0,0,-1
1757368838261,-0.014,704,233,472,0,0,-1,65.524,706,275,431,0,0,-1,65.523,706,274,433,0,0,-1,65.523,706,274,433,0,0,-1,65.522,707,233,473,0,0,-1,65.524,703,275,426,0,0,-1
1757368848303,-0.014,704,233,472,0,0,-1,65.524,706,275,431,0,0,-1,65.523,706,274,433,0,0,-1,65.523,706,274,433,0,0,-1,65.522,707,233,473,0,0,-1,65.524,703,275,426,0,0,-1
1757368858269,-0.014,704,233,472,0,0,-1,65.524,706,275,431,0,0,-1,65.523,706,274,433,0,0,-1,65.523,706,274,433,0,0,-1,65.522,707,233,473,0,0,-1,65.524,703,275,426,0,0,-1
1757368868284,-0.014,704,233,472,0,0,-1,65.524,706,275,431,0,0,-1,65.523,706,274,433,0,0,-1,65.523,706,274,433,0,0,-1,65.522,707,233,473,0,0,-1,65.524,703,275,426,0,0,-1
1757368878272,-0.014,704,233,472,0,0,-1,65.524,706,275,431,0,0,-1,65.523,706,274,433,0,0,-1,65.523,706,274,433,0,0,-1,65.522,707,233,473,0,0,-1,65.524,703,275,426,0,0,-1
1757368888289,-0.014,704,233,472,0,0,-1,65.524,706,275,431,0,0,-1,65.523,706,274,433,0,0,-1,65.523,706,274,433,0,0,-1,65.522,707,233,473,0,0,-1,65.524,703,275,426,0,0,-1
1757368898273,-0.014,704,233,472,0,0,-1,65.524,706,275,431,0,0,-1,65.523,706,274,433,0,0,-1,65.523,706,274,433,0,0,-1,65.522,706,233,473,0,0,-1,65.524,703,275,426,0,0,-1
1757368908302,-0.014,704,233,472,0,0,-1,65.524,706,275,431,0,0,-1,65.523,706,274,433,0,0,-1,65.523,706,274,433,0,0,-1,65.522,706,233,473,0,0,-1,65.524,703,275,426,0,0,-1
1757368918288,-0.014,704,233,472,0,0,-1,65.524,706,275,431,0,0,-1,65.523,706,274,433,0,0,-1,65.523,706,274,433,0,0,-1,65.522,706,233,473,0,0,-1,65.524,703,275,426,0,0,-1
1757368928299,-0.014,704,233,472,0,0,-1,65.524,706,275,431,0,0,-1,65.523,706,274,433,0,0,-1,65.523,706,274,433,0,0,-1,65.522,706,233,473,0,0,-1,65.524,703,275,426,0,0,-1
1757368938304,-0.014,704,233,472,0,0,-1,65.524,706,275,431,0,0,-1,65.523,706,274,433,0,0,-1,65.523,706,274,433,0,0,-1,65.522,706,233,473,0,0,-1,65.524,703,275,426,0,0,-1
1757368948304,-0.014,704,233,472,0,0,-1,65.524,706,275,431,0,0,-1,65.523,706,274,433,0,0,-1,65.523,706,274,433,0,0,-1,65.522,706,233,473,0,0,-1,65.524,703,275,426,0,0,-1
1757368958312,-0.014,704,233,472,0,0,-1,65.524,706,275,431,0,0,-1,65.523,706,274,433,0,0,-1,65.523,706,274,433,0,0,-1,65.522,706,233,473,0,0,-1,65.524,703,275,426,0,0,-1
1757368968316,-0.014,704,233,472,0,0,-1,65.524,706,275,431,0,0,-1,65.523,706,274,433,0,0,-1,65.523,706,274,433,0,0,-1,65.522,706,233,473,0,0,-1,65.524,703,275,426,0,0,-1
1757368978314,-0.014,704,233,472,0,0,-1,65.524,706,275,431,0,0,-1,65.523,706,274,433,0,0,-1,65.523,706,274,433,0,0,-1,65.522,706,233,473,0,0,-1,65.524,703,275,426,0,0,-1
1757368988319,-0.014,704,233,472,0,0,-1,65.524,706,275,431,0,0,-1,65.523,706,274,433,0,0,-1,65.523,706,274,433,0,0,-1,65.522,706,233,473,0,0,-1,65.524,703,275,426,0,0,-1
1757368998335,-0.014,704,233,472,0,0,-1,65.524,706,275,431,0,0,-1,65.523,706,274,433,0,0,-1,65.523,706,274,433,0,0,-1,65.522,706,233,473,0,0,-1,65.524,703,275,426,0,0,-1
1757369008336,-0.014,704,233,472,0,0,-1,65.524,706,275,431,0,0,-1,65.523,706,274,433,0,0,-1,65.523,706,274,433,0,0,-1,65.522,706,233,473,0,0,-1,65.524,703,275,426,0,0,-1
1757369018456,-0.014,704,233,472,0,0,-1,65.524,706,275,431,0,0,-1,65.523,706,274,433,0,0,-1,65.523,706,274,433,0,0,-1,65.522,706,233,473,0,0,-1,65.524,703,275,426,0,0,-1
1757369028338,-0.014,704,233,472,0,0,-1,65.524,706,275,431,0,0,-1,65.523,706,274,433,0,0,-1,65.523,706,274,433,0,0,-1,65.522,706,233,473,0,0,-1,65.524,703,275,426,0,0,-1
1757369038317,-0.014,704,233,472,0,0,-1,65.524,706,275,431,0,0,-1,65.523,706,274,433,0,0,-1,65.523,706,274,433,0,0,-1,65.522,706,233,473,0,0,-1,65.524,703,275,426,0,0,-1
1757369048340,-0.014,704,233,472,0,0,-1,65.524,706,275,431,0,0,-1,65.523,706,274,433,0,0,-1,65.523,706,274,433,0,0,-1,65.522,706,233,473,0,0,-1,65.524,703,275,426,0,0,-1
1757369058348,-0.014,704,233,472,0,0,-1,65.524,706,275,431,0,0,-1,65.523,706,274,433,0,0,-1,65.523,706,274,433,0,0,-1,65.522,706,233,473,0,0,-1,65.524,703,275,426,0,0,-1
1757369068332,-0.014,704,233,472,0,0,-1,65.524,706,275,431,0,0,-1,65.523,706,274,433,0,0,-1,65.523,706,274,433,0,0,-1,65.522,706,233,473,0,0,-1,65.524,703,275,426,0,0,-1
1757369078361,-0.014,704,233,472,0,0,-1,65.524,706,275,431,0,0,-1,65.523,706,274,433,0,0,-1,65.523,706,274,433,0,0,-1,65.522,706,233,473,0,0,-1,65.524,703,275,426,0,0,-1
1757369088329,-0.014,704,233,472,0,0,-1,65.524,706,274,431,0,0,-1,65.523,706,274,433,0,0,-1,65.523,706,274,433,0,0,-1,65.522,706,233,473,0,0,-1,65.524,703,275,426,0,0,-1
1757369098339,-0.014,704,233,472,0,0,-1,65.524,706,274,431,0,0,-1,65.523,706,274,433,0,0,-1,65.523,706,274,433,0,0,-1,65.522,706,233,473,0,0,-1,65.524,703,275,426,0,0,-1
1757369108435,-0.014,704,233,472,0,0,-1,65.524,706,274,431,0,0,-1,65.523,706,274,433,0,0,-1,65.523,706,274,433,0,0,-1,65.522,706,233,473,0,0,-1,65.524,703,275,426,0,0,-1
1757369118334,-0.014,704,233,472,0,0,-1,65.524,706,274,431,0,0,-1,65.523,706,274,433,0,0,-1,65.523,706,274,433,0,0,-1,65.522,706,233,473,0,0,-1,65.524,703,275,426,0,0,-1
1757369128351,-0.014,704,233,472,0,0,-1,65.524,706,274,431,0,0,-1,65.523,706,274,433,0,0,-1,65.523,706,274,433,0,0,-1,65.522,706,233,473,0,0,-1,65.524,703,275,426,0,0,-1
1757369138414,-0.014,704,233,472,0,0,-1,65.524,706,274,431,0,0,-1,65.523,706,274,433,0,0,-1,65.523,706,274,433,0,0,-1,65.522,706,233,473,0,0,-1,65.524,703,275,426,0,0,-1
1757369148367,-0.014,704,233,472,0,0,-1,65.524,706,274,431,0,0,-1,65.523,706,274,433,0,0,-1,65.523,706,274,433,0,0,-1,65.522,706,233,473,0,0,-1,65.524,703,275,426,0,-1,-1
1757369158408,-0.014,704,233,472,0,0,-1,65.524,706,274,431,0,0,-1,65.523,706,274,433,0,0,-1,65.523,706,274,433,0,0,-1,65.522,706,233,473,0,0,-1,65.524,703,275,426,0,-1,-1
1757369168389,-0.014,704,233,472,0,0,-1,65.524,706,274,431,0,0,-1,65.523,706,274,433,0,0,-1,65.523,706,274,433,0,0,-1,65.522,706,233,473,0,0,-1,65.524,703,275,426,0,-1,-1
1757369178422,-0.014,704,233,472,0,0,-1,65.524,706,274,431,0,0,-1,65.523,706,274,433,0,0,-1,65.523,706,274,433,0,0,-1,65.522,706,233,473,0,0,-1,65.524,703,275,426,0,-1,-1
1757369188438,-0.014,704,233,472,0,0,-1,65.524,706,274,431,0,0,-1,65.523,706,274,433,0,0,-1,65.523,706,274,433,0,0,-1,65.522,706,233,473,0,0,-1,65.524,703,275,426,0,-1,-1
1757369198415,-0.014,704,233,472,0,0,-1,65.524,706,274,431,0,0,-1,65.523,706,274,433,0,0,-1,65.523,706,274,433,0,0,-1,65.522,706,233,473,0,0,-1,65.524,703,275,426,0,-1,-1
1757369208448,-0.014,704,233,472,0,0,-1,65.524,706,274,431,0,0,-1,65.522,706,274,433,0,0,-1,65.522,706,274,433,0,0,-1,65.522,706,232,473,0,0,-1,65.524,703,275,426,0,-1,-1
1757369218406,-0.014,704,233,472,0,0,-1,65.524,706,274,431,0,0,-1,65.522,706,274,433,0,0,-1,65.522,706,274,433,0,0,-1,65.522,706,232,473,0,0,-1,65.524,703,275,426,0,-1,-1
1757369228410,-0.014,704,233,472,0,0,-1,65.524,706,274,431,0,0,-1,65.522,706,274,433,0,0,-1,65.522,706,274,433,0,0,-1,65.522,706,232,473,0,0,-1,65.524,703,275,426,0,-1,-1
1757369238463,-0.014,704,233,472,0,0,-1,65.524,706,274,431,0,0,-1,65.522,706,274,433,0,0,-1,65.522,706,274,433,0,0,-1,65.522,706,232,473,0,0,-1,65.524,703,275,426,0,-1,-1
1757369248423,-0.014,704,233,472,0,0,-1,65.524,706,274,431,0,0,-1,65.522,706,274,433,0,0,-1,65.522,706,274,433,0,0,-1,65.522,706,232,473,0,0,-1,65.524,703,275,426,0,-1,-1
1757369258459,-0.014,704,233,472,0,0,-1,65.524,706,274,431,0,0,-1,65.522,706,274,433,0,0,-1,65.522,706,274,433,0,0,-1,65.522,706,232,473,0,0,-1,65.524,703,275,426,0,-1,-1
1757369268453,-0.014,704,233,472,0,0,-1,65.524,706,274,431,0,0,-1,65.522,706,274,433,0,0,-1,65.522,706,274,433,0,0,-1,65.522,706,232,474,0,0,-1,65.524,703,275,427,0,0,-1
1757369278464,-0.014,704,233,472,0,0,-1,65.524,706,274,431,0,0,-1,65.522,706,274,433,0,0,-1,65.522,706,274,433,0,0,-1,65.522,706,232,474,0,0,-1,65.524,703,275,427,0,0,-1
1757369288460,-0.014,704,233,472,0,0,-1,65.524,706,274,431,0,0,-1,65.522,706,274,433,0,0,-1,65.522,706,274,433,0,0,-1,65.522,706,232,474,0,0,-1,65.524,703,275,427,0,0,-1
1757369298452,-0.014,704,233,472,0,0,-1,65.524,706,274,431,0,0,-1,65.522,706,274,433,0,0,-1,65.522,706,274,433,0,0,-1,65.522,706,232,474,0,0,-1,65.524,703,275,427,0,0,-1
1757369308443,-0.014,704,233,472,0,0,-1,65.524,706,274,431,0,0,-1,65.522,706,274,433,0,0,-1,65.522,706,274,433,0,0,-1,65.522,706,232,474,0,0,-1,65.524,703,275,427,0,0,-1
1757369318480,-0.014,704,233,472,0,0,-1,65.524,706,274,431,0,0,-1,65.522,706,274,433,0,0,-1,65.522,706,274,433,0,0,-1,65.522,706,232,474,0,0,-1,65.524,703,275,427,0,0,-1
1757369328456,-0.014,704,232,473,0,0,-1,65.524,706,274,431,0,0,-1,65.523,706,273,434,0,0,-1,65.523,706,273,434,0,0,-1,65.522,706,232,474,0,-1,-1,65.524,703,275,427,0,0,-1
1757369338475,-0.014,704,232,473,0,0,-1,65.524,706,274,431,0,0,-1,65.523,706,273,434,0,0,-1,65.523,706,273,434,0,0,-1,65.522,706,232,474,0,-1,-1,65.524,703,275,427,0,0,-1
1757369348477,-0.014,704,232,473,0,0,-1,65.524,706,274,431,0,0,-1,65.523,706,273,434,0,0,-1,65.523,706,273,434,0,0,-1,65.522,706,232,474,0,-1,-1,65.524,703,275,427,0,0,-1
1757369358475,-0.014,704,232,473,0,0,-1,65.524,706,274,431,0,0,-1,65.523,706,273,434,0,0,-1,65.523,706,273,434,0,0,-1,65.522,706,232,474,0,-1,-1,65.524,703,275,427,0,0,-1
1757369368484,-0.014,704,232,473,0,0,-1,65.524,706,274,431,0,0,-1,65.523,706,273,434,0,0,-1,65.523,706,273,434,0,0,-1,65.522,706,232,474,0,-1,-1,65.524,703,275,427,0,0,-1
1757369378484,-0.014,704,232,473,0,0,-1,65.524,706,274,431,0,0,-1,65.523,706,273,434,0,0,-1,65.523,706,273,434,0,0,-1,65.522,706,232,474,0,-1,-1,65.524,703,275,427,0,0,-1
1757369388537,-0.014,704,232,473,0,0,-1,65.524,706,273,432,0,0,-1,65.523,706,273,434,0,0,-1,65.523,706,273,434,0,0,-1,65.522,706,232,474,0,0,-1,65.524,703,275,427,0,0,-1
1757369398517,-0.014,704,232,473,0,0,-1,65.524,706,273,432,0,0,-1,65.523,706,273,434,0,0,-1,65.523,706,273,434,0,0,-1,65.522,706,232,474,0,0,-1,65.524,703,275,427,0,0,-1
1757369408492,-0.014,704,232,473,0,0,-1,65.524,706,273,432,0,0,-1,65.523,706,273,434,0,0,-1,65.523,706,273,434,0,0,-1,65.522,706,232,474,0,0,-1,65.524,703,275,427,0,0,-1
1757369419177,-0.014,704,232,473,0,0,-1,0,0,0,0,0,0,0,65.523,706,273,434,0,0,-1,65.523,706,273,434,0,0,-1,65.522,706,232,474,0,0,-1,65.524,703,274,427,0,0,-1
1757369428505,-0.014,704,232,473,0,0,-1,0,0,0,0,0,0,0,65.523,706,273,434,0,0,-1,65.523,706,273,434,0,0,-1,65.522,706,232,474,0,0,-1,65.524,703,274,427,0,0,-1
1757369438548,-0.014,704,232,473,0,0,-1,0,0,0,0,0,0,0,65.523,706,273,434,0,0,-1,65.523,706,273,434,0,0,-1,65.522,706,232,474,0,0,-1,65.524,703,274,427,0,0,-1
1757369448535,-0.014,704,232,473,0,0,-1,0,0,0,0,0,0,0,65.523,706,273,434,0,0,-1,65.523,706,273,434,0,0,-1,65.522,706,232,474,0,0,-1,65.524,703,274,427,0,0,-1
1757369458517,-0.014,704,232,473,0,0,-1,0,0,0,0,0,0,0,65.523,706,273,434,0,0,-1,65.523,706,273,434,0,0,-1,65.522,706,232,474,0,0,-1,65.524,703,274,427,0,0,-1
1757369468523,-0.014,704,232,473,0,0,-1,0,0,0,0,0,0,0,65.523,706,273,434,0,0,-1,65.523,706,273,434,0,0,-1,65.522,706,232,474,0,0,-1,65.524,703,274,427,0,0,-1
1757369478521,-0.014,704,232,473,0,0,-1,0,0,0,0,0,0,0,65.523,706,273,434,0,0,-1,65.523,706,273,434,0,0,-1,65.522,706,231,475,0,0,-1,65.524,703,274,427,0,0,-1
1757369488517,-0.014,704,232,473,0,0,-1,0,0,0,0,0,0,0,65.523,706,273,434,0,0,-1,65.523,706,273,434,0,0,-1,65.522,706,231,475,0,0,-1,65.524,703,274,427,0,0,-1
1757369498516,-0.014,704,232,473,0,0,-1,0,0,0,0,0,0,0,65.523,706,273,434,0,0,-1,65.523,706,273,434,0,0,-1,65.522,706,231,475,0,0,-1,65.524,703,274,427,0,0,-1
1757369508543,-0.014,704,232,473,0,0,-1,0,0,0,0,0,0,0,65.523,706,273,434,0,0,-1,65.523,706,273,434,0,0,-1,65.522,706,231,475,0,0,-1,65.524,703,274,427,0,0,-1
1757369518545,-0.014,704,232,473,0,0,-1,0,0,0,0,0,0,0,65.523,706,273,434,0,0,-1,65.523,706,273,434,0,0,-1,65.522,706,231,475,0,0,-1,65.524,703,274,427,0,0,-1
1757369528545,-0.014,704,232,473,0,0,-1,0,0,0,0,0,0,0,65.523,706,273,434,0,0,-1,65.523,706,273,434,0,0,-1,65.522,706,231,475,0,0,-1,65.524,703,274,427,0,0,-1
1757369538549,-0.014,704,232,473,0,0,-1,0,0,0,0,0,0,0,65.523,706,273,435,0,0,-1,65.523,706,273,435,0,0,-1,65.522,706,231,475,0,0,-1,65.524,703,274,428,0,0,-1
1757369548547,-0.014,704,232,473,0,0,-1,0,0,0,0,0,0,0,65.523,706,273,435,0,0,-1,65.523,706,273,435,0,0,-1,65.522,706,231,475,0,0,-1,65.524,703,274,428,0,0,-1
1757369558543,-0.014,704,232,473,0,0,-1,0,0,0,0,0,0,0,65.523,706,273,435,0,0,-1,65.523,706,273,435,0,0,-1,65.522,706,231,475,0,0,-1,65.524,703,274,428,0,0,-1
1757369568577,-0.014,704,232,473,0,0,-1,0,0,0,0,0,0,0,65.523,706,273,435,0,0,-1,65.523,706,273,435,0,0,-1,65.522,706,231,475,0,0,-1,65.524,703,274,428,0,0,-1
1757369578572,-0.014,704,232,473,0,0,-1,0,0,0,0,0,0,0,65.523,706,273,435,0,0,-1,65.523,706,273,435,0,0,-1,65.522,706,231,475,0,0,-1,65.524,703,274,428,0,0,-1
1757369588579,-0.014,704,232,473,0,0,-1,0,0,0,0,0,0,0,65.523,706,273,435,0,0,-1,65.523,706,273,435,0,0,-1,65.522,706,231,475,0,0,-1,65.524,703,274,428,0,0,-1
1757369598587,-0.014,704,231,474,0,0,-1,0,0,0,0,0,0,0,65.523,706,272,435,0,0,-1,65.523,706,272,435,0,0,-1,65.522,706,231,475,0,0,-1,65.524,703,274,428,0,0,-1
1757369608661,-0.014,704,231,474,0,0,-1,0,0,0,0,0,0,0,65.523,706,272,435,0,0,-1,65.523,706,272,435,0,0,-1,65.522,706,231,475,0,0,-1,65.524,703,274,428,0,0,-1
1757369618576,-0.014,704,231,474,0,0,-1,0,0,0,0,0,0,0,65.523,706,272,435,0,0,-1,65.523,706,272,435,0,0,-1,65.522,706,231,475,0,0,-1,65.524,703,274,428,0,0,-1
